Covidence #,Study ID,Title,Reviewer Name,Study DOI,Year published ,Full title,Study setting ,Disease type (choose all that apply),Model type,"""Other"" details",Stochasticity in model ,Scientific problem being solved,How many parameters were calibrated?,External beliefs or evidence,Choice of parameters to calibrate ,What justification was provided for choice of parameters to calibrate?,"""Other"" details.",Type of data used for defining calibration targets (select all that apply),"""Other"" details ",How many calibration targets were used for estimation?,Resolution of data  used for defining calibration targets,Number of steps: single or sequential? ,Name of calibration algorithm ,"""Other"" details ",Is calibration implementation (code) available in an open-access repository? ,What programming language was used for calibration?,Do authors list any programming packages used for calibration?,Goodness-of-fit (GOF) measure employed within calibration algorithm,"If ""Not clear"", paste the relevant text here. ","""Other"" details",Nature of calibration results,"""Other"" details",How are calibration results reported? ,"""Other"" details.",How is uncertainty in calibration outputs reported? ,"""Other"" details.", What is the size of the calibration output?
1799,Ullah 2018,A fractional model for the dynamics of TB virus,Consensus,https://doi.org/10.1016/j.chaos.2018.09.001,2018,A fractional model for the dynamics of TB virus,Pakistan,TB,Compartmental ,"",Not reported,Assess impact of model assumptions,Multiple,Not reported,Subset of parameters,Not reported ,"",Notifications / diagnoses,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Least squares estimation,"",Not reported ,Not reported,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
1782,Zhao 2022,MATHEMATICAL MODELS FOR THE TRANSMISSION OF MALARIA WITH SEASONALITY AND IVERMECTIN,Consensus,http://doi.org/10.1016/j.idm.2022.10.005,2022,MATHEMATICAL MODELS FOR THE TRANSMISSION OF MALARIA WITH SEASONALITY AND IVERMECTIN,Kenya,Malaria,Compartmental ,"",Not reported,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Climate (e.g., temperature, humidity, rainfall); Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Not reported,"",Not reported ,Not reported,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",Not reported
1754,Avilov 2022,Mathematical modelling of the progression of active tuberculosis: Insights from fluorography data.,Consensus,https://doi.org/10.1016/j.idm.2022.06.007,2022,Mathematical modelling of the progression of active tuberculosis: Insights from fluorography data,Russia,TB,Compartmental ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ; Predict disease trends ",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"",Other ,TB detection data,Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Not reported,"",Not reported ,Not reported,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
1751,Sumner 2022,Variance-based sensitivity analysis of tuberculosis transmission models.,Consensus,https://doi.org/10.1098/rsif.2022.0413,2022,"Variance-based sensitivity analysis of
tuberculosis transmission models",Philippines,TB,Compartmental ,"",Not reported,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"","Incidence ; Notifications / diagnoses; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Modeled estimates  (e.g., WHO TB incidence estimates)",Not reported,Markov Chain Monte Carlo,"",Link reported and accessible,R,Yes,Not reported,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",Not reported
1747,Collins 2022,A mathematical model for the dynamics and control of malaria in Nigeria,Consensus,https://doi.org/10.1016/j.idm.2022.10.005,2022,A mathematical model for the dynamics and control of malaria in Nigeria,Nigeria,Malaria,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Predict disease trends ",Multiple,Not reported,Subset of parameters,Not reported ,"",Incidence ,"",Single ,"Modeled estimates  (e.g., WHO TB incidence estimates)",Not reported,Least squares estimation,"",Not reported ,Matlab,Yes,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
1745,Chen 2022,Transmissibility of tuberculosis among students and non-students: an occupational-specific mathematical modelling.,Consensus,https://doi.org/10.1186/s40249-022-01046-z,2022,"Transmissibility of tuberculosis among students and non-students: an occupational-specific mathematical 
modelling",China,TB,Compartmental ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,Not reported,Subset of parameters,Not reported ,"",Incidence ,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Other ,fourth-order Runge–Kutta method,Not reported ,Other ,No,Other ,R2 and p-values,"",Not reported ,"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",Not reported
1744,Khan 2020,A Discrete Model of TB Dynamics in Khyber Pakhtunkhwa-Pakistan,Consensus,https://doi.org/10.32604/cmes.2020.08208,2020,A Discrete Model of TB Dynamics in Khyber Pakhtunkhwa-Pakistan,Pakistan,TB,Compartmental ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,Not reported,Subset of parameters,Not reported ,"",Incidence ; Notifications / diagnoses,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Not reported,"",Not reported ,Not reported,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
1725,Kim 2020,Country-specific intervention strategies for top three TB burden countries using mathematical model.,Consensus,https://doi.org/10.1371/journal.pone.0230964,2020,Country-specific intervention strategies for top three TB burden countries using mathematical model,"India, China, and Indonesia",TB,Compartmental ,"",Not reported,Evaluate interventions,Multiple,Not reported,Subset of parameters,Not reported ,"","Demographic (e.g., population size, sex and age distribution); Notifications / diagnoses","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Not reported,"",Not reported ,Matlab,Yes,Other ,"", minimizing the error of the number of reported incident data to the model curve,Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
1722,Topazian 2023,"Modelling the relative cost-effectiveness of the RTS,S/AS01 malaria vaccine compared to investment in vector control or chemoprophylaxis.",Consensus,https://doi.org/10.1016/j.vaccine.2023.04.011,2023,"Modelling the relative cost-effectiveness of the RTS,S/AS01 malaria vaccine compared to investment in vector control or chemoprophylaxis",Sub-Saharan Africa (Country names not reported),Malaria,Individual-based ,"",Not reported,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"","Climate (e.g., temperature, humidity, rainfall)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Other ,"Equilibrium values of 10%, 20%, and 40%",Link reported and accessible,R; C++,Yes,Not reported,"","",Point estimate (single parameter / parameter set),"",Numerical: e.g. as value(s).,"",Uncertainty in calibration outputs is not reported.,"",Not reported
1718,Oshinubi 2023,Mathematical Modelling of Tuberculosis Outbreak in an East African Country Incorporating Vaccination and Treatment,Consensus,http://doi.org/10.3390/computation11070143,2023,Mathematical Modelling of Tuberculosis Outbreak in an East African Country Incorporating Vaccination and Treatment,"Uganda, Rwanda, Kenya",TB,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,Not reported,Subset of parameters,Not reported ,"",Notifications / diagnoses,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Least squares estimation,"",Not reported ,Python,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
1711,Clark 2023,New tuberculosis vaccines in India: modelling the potential health and economic impacts of adolescent/adult vaccination with M72/AS01(E) and BCG-revaccination.,Consensus,https://doi.org/10.1186/s12916-023-02992-7,2023,New tuberculosis vaccines in India: modelling the potential health and economic impacts of adolescent/adult vaccination with M72/AS01E and BCG-revaccination,India,TB,Compartmental ,"",Not reported,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Incidence ; Notifications / diagnoses; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,Not reported ,"Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Approximate Bayesian Computation,"",Link reported and accessible,R,Yes,Not reported,"","",Distribution estimate (a distribution function which generates parameter values),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1000
1700,Guo 2023,Global dynamics of a tuberculosis model with age-dependent latency and time delays in treatment.,Consensus,https://doi.org/10.1007/s00285-023-01999-1 ,2023,Global dynamics of a tuberculosis model with age-dependent latency and time delays in treatment,China,TB,Compartmental ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions; Assess impact of model assumptions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",All parameters,Not reported ,"",Incidence ,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Other , Grey Wolf Optimizer + MCMC,Not reported ,Not reported,No,Not reported,"","",Other ,"Point estimate for GWO, Distribution estimate for MCMC","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","","1 for GWO, Not reported for MCMC"
